LNR,RESPONSE
1754,0.0
1770,0.0
1465,0.0
1470,0.1
1478,0.2
1782,0.0
1485,0.0
1519,0.0
1835,0.0
1522,0.0
1539,0.1
1853,0.0
1856,0.1
2502,0.0
2182,0.0
2191,0.0
2522,0.0
2530,0.2
2215,0.0
2550,0.0
2570,0.0
2574,0.0
2579,0.0
2247,0.0
2674,0.0
11434,0.0
11122,0.1
11127,0.0
11443,0.0
11170,0.012334046510553824
11191,0.1
11198,0.0
10936,0.008227815848666026
11244,0.0
11247,0.0
11252,0.1
11259,0.0067711779697998496
10945,0.0
10951,0.0
11271,0.0
10963,0.1
11282,0.0
11291,0.0
10980,0.0
10994,0.1
10998,0.012334046510553824
11303,0.0
11630,0.0
11636,0.0
11949,0.1
11950,0.0
11956,0.0
11648,0.012334046510553824
11653,0.0
11967,0.0
11972,0.0
11975,0.1
12110,0.1
12113,0.0
11712,0.0
11716,0.004042169944885229
12000,0.0
11722,0.0
12023,0.012334046510553824
12046,0.0
11762,0.0067711779697998496
12071,0.0
12077,0.0
11785,0.1
11788,0.0
11790,0.0
11800,0.0
11806,0.0
11816,0.0
11505,0.0
11837,0.0
11531,0.0
11848,0.0
11854,0.0
11877,0.0
11563,0.0
11567,0.0
11894,0.1
11906,0.0
11917,0.012334046510553824
11610,0.012334046510553824
11923,0.0
12596,0.0
12603,0.0
12608,0.0
12633,0.1
12637,0.0
21484,0.0067711779697998496
21184,0.0
21247,0.0
20991,0.0
21018,0.0
21019,0.0
21047,0.0
21054,0.0
21374,0.0
21392,0.1
21713,0.0
22019,0.0
22025,0.0
21722,0.0
21728,0.0
22039,0.012334046510553824
22044,0.0
61900,0.2
62548,0.0
63176,0.0
64473,0.0
64779,0.1
64780,0.0
64784,0.0
65105,0.012334046510553824
65431,0.0
65433,0.0
66055,0.0
66071,0.012334046510553824
61280,0.0
61281,0.0
61284,0.0
61597,0.1
61606,0.0
62235,0.1
62240,0.0
62241,0.0
62555,0.0
62557,0.0
62565,0.0
62566,0.0
63515,0.0
63524,0.0
64797,0.0
65116,0.004042169944885229
75249,0.0
75253,0.1
75575,0.017509831348629837
76212,0.0
71422,0.0
72059,0.0
72060,0.0
72383,0.0
72386,0.0
72700,0.0
72715,0.0
73028,0.0
73346,0.0
73658,0.0
73662,0.0
73666,0.0
73668,0.0
73985,0.0
74299,0.1
74310,0.0
74312,0.1
74619,0.0
74620,0.1
74627,0.0
74938,0.0
74952,0.0
75911,0.0
75913,0.0
76221,0.0
76227,0.0
71448,0.0
15887,0.0
15498,0.0
15504,0.0
15507,0.0
15521,0.1
24403,0.0
24100,0.0
24436,0.0
24440,0.0
24442,0.008227815848666026
24148,0.0
24149,0.0
24155,0.0
24458,0.0
24169,0.0
24477,0.0
24479,0.0
24486,0.0
24190,0.0
24515,0.0
24214,0.0
25183,0.012334046510553824
25207,0.1
24889,0.0
24890,0.0
25226,0.0
25232,0.0
25244,0.0
25339,0.0
25355,0.0
24958,0.0
25277,0.0
25286,0.0
24988,0.012334046510553824
25298,0.0
25309,0.0
25315,0.0
25014,0.017509831348629837
25322,0.0
25333,0.0
25025,0.0
24726,0.0
24735,0.0067711779697998496
25055,0.0
25056,0.1
24746,0.0
25061,0.0
25067,0.0
25074,0.0
24773,0.0
25080,0.0067711779697998496
25086,0.0
25088,0.0
24777,0.0
24796,0.0
25104,0.0
24806,0.1
25118,0.0
24822,0.017509831348629837
82811,0.0
83449,0.0
83459,0.0067711779697998496
83770,0.012334046510553824
84091,0.0
84096,0.0
84737,0.0
85048,0.009071343761152938
85049,0.1
85051,0.0
85369,0.0
85374,0.0
85380,0.0
82190,0.0
82505,0.0
82515,0.0
82517,0.0
82821,0.0
83140,0.0
788,0.0
1102,0.1
1109,0.1
821,0.0
829,0.0
837,0.0
845,0.0
1163,0.0
861,0.0067711779697998496
899,0.0
1207,0.0
906,0.1
1221,0.1
1545,0.0
1546,0.3
1555,0.0
1556,0.0
1879,0.0
1885,0.0
1593,0.1
1902,0.2
1611,0.0
1921,0.0
1927,0.0
1651,0.0
1978,0.0
1718,0.0
1722,0.0
1734,0.0
41705,0.0
41711,0.012334046510553824
41712,0.0
42029,0.0
42347,0.1
42352,0.0
42353,0.0
42671,0.0
42987,0.0
43310,0.1
43627,0.0
43629,0.0
43945,0.0
43953,0.0
43954,0.3
43961,0.0
44280,0.0
44917,0.1
44924,0.0
44927,0.0
45244,0.0
45570,0.0
45584,0.0
41721,0.0
41739,0.012334046510553824
42054,0.0
42369,0.0
42689,0.0
43019,0.0
43331,0.1
51328,0.0
51644,0.0
51653,0.0
51969,0.0
52308,0.0
52310,0.0
52626,0.1
52638,0.0
52940,0.0
52954,0.0
55194,0.0
55196,0.0
55526,0.012334046510553824
55847,0.0
55848,0.008227815848666026
51024,0.012334046510553824
51031,0.0
51342,0.0
51348,0.0
51666,0.0
51674,0.0
51680,0.0
52331,0.0
53302,0.0067711779697998496
82163,0.1
82481,0.0
82498,0.0
55852,0.0067711779697998496
55858,0.0
55859,0.0
51037,0.0067711779697998496
51039,0.1
51683,0.0
51685,0.0
51695,0.0
51702,0.1
52343,0.0
52353,0.009071343761152938
53314,0.012334046510553824
53322,0.0
53950,0.0
54597,0.2
54925,0.0
55245,0.0
55558,0.0
55882,0.0
51384,0.0
51703,0.0
51706,0.1
51711,0.0
52041,0.1
52047,0.0
52369,0.0
52689,0.1
53331,0.0
53341,0.0
63455,0.0
63780,0.0
63783,0.0067711779697998496
64096,0.0
64104,0.0
64109,0.0
64422,0.0
65391,0.008227815848666026
65705,0.0
65709,0.0
61568,0.0
62203,0.0
62850,0.0
62851,0.0
63164,0.1
63491,0.0
63796,0.0
63799,0.0
63802,0.0
63812,0.0
64127,0.0
64449,0.0
64771,0.0
65082,0.012334046510553824
65399,0.0
66039,0.012334046510553824
66048,0.1
71758,0.0
72077,0.0067711779697998496
72087,0.012334046510553824
72405,0.0
72723,0.0
72735,0.0
73046,0.0
73682,0.0
73694,0.0
73696,0.0
74317,0.1
74974,0.0
75286,0.0
75605,0.0
75612,0.009071343761152938
75929,0.0
76239,0.0
71471,0.0
71776,0.0
71779,0.017509831348629837
72112,0.0
72417,0.0
72420,0.0
72425,0.0
73073,0.1
73393,0.0
73714,0.0
74337,0.2
74347,0.0
74354,0.0
74666,0.0
74667,0.0067711779697998496
74990,0.0
75949,0.0
75952,0.0
71486,0.0
71805,0.0
71813,0.0
72130,0.0
72437,0.0
82469,0.008227815848666026
82788,0.0
82793,0.009071343761152938
83111,0.0
83113,0.0
83420,0.1
83425,0.0
83428,0.008227815848666026
83433,0.0
83759,0.0
84381,0.0
84709,0.0
85024,0.0
85026,0.1
85671,0.0
35158,0.1
34851,0.0
34853,0.0
34859,0.0
35162,0.0
35165,0.009071343761152938
34865,0.0
34877,0.0
34898,0.0
35203,0.0
34902,0.0
34907,0.0
34930,0.0
34939,0.1
35249,0.0
35561,0.0
35568,0.009071343761152938
35572,0.0
35574,0.0
35575,0.0
35889,0.004042169944885229
35583,0.0
35587,0.0
35597,0.1
35900,0.1
35602,0.0
35606,0.0
35922,0.0
35936,0.0
41020,0.0
41028,0.0
41344,0.1
41666,0.0
42319,0.1
42634,0.0
42944,0.1
42952,0.0
42954,0.0
43274,0.0
43582,0.004042169944885229
43590,0.0
43594,0.0
43909,0.0
43917,0.1
44561,0.0
45202,0.0
45210,0.0
41684,0.0
41691,0.1
42333,0.0
42660,0.1
42963,0.0
42979,0.0
43287,0.0
44582,0.008227815848666026
45233,0.0
45544,0.0
45550,0.2
40729,0.0
41379,0.0
41395,0.0
4332,0.1
4346,0.0
4044,0.1
5031,0.0
5033,0.0
5057,0.1
4737,0.0
5067,0.0
4757,0.0
4758,0.012334046510553824
4762,0.0
4780,0.012334046510553824
5183,0.0
5191,0.0
5198,0.012334046510553824
4802,0.0
5126,0.017509831348629837
5132,0.0
4830,0.0
5154,0.0
4854,0.012334046510553824
4861,0.0
5180,0.0
4574,0.0
4896,0.0
4592,0.0
4599,0.0
4914,0.0
4604,0.0
4932,0.0
4623,0.0
4633,0.0
4636,0.0
4944,0.0
4949,0.0
4644,0.012334046510553824
4977,0.0
4674,0.0067711779697998496
4986,0.0
4683,0.0
4686,0.0
4691,0.0
4700,0.0
5018,0.1
5341,0.0
5646,0.0
5647,0.008227815848666026
5649,0.0
5661,0.0
5671,0.0
5677,0.0
5375,0.0
5396,0.0
5410,0.0
5411,0.0
5714,0.0
5427,0.0
5436,0.0
5725,0.0
5733,0.0
5454,0.0
10241,0.0
10566,0.0
10579,0.0
929,0.0
935,0.1
1261,0.0
951,0.0
952,0.009071343761152938
955,0.1
1295,0.0
966,0.1
974,0.0
1305,0.0
995,0.1
998,0.0
1403,0.0
1001,0.0
1009,0.0
1338,0.0
1029,0.012334046510553824
1053,0.0
1062,0.0
1067,0.0
1071,0.0
9957,0.0
9960,0.1
9671,0.009071343761152938
9680,0.0
9982,0.0
9700,0.0
9712,0.0
10023,0.0
10042,0.0
10043,0.0
10048,0.0
10049,0.0
10054,0.0
10057,0.0
10388,0.0
10396,0.1
10700,0.0
10716,0.0067711779697998496
10418,0.0
10730,0.0
10733,0.0
10429,0.0
10844,0.0
10856,0.0
10448,0.0
10451,0.0
10458,0.0
10743,0.0
10753,0.0
10756,0.0
10465,0.0
10488,0.0
10490,0.0
10495,0.017509831348629837
10510,0.0
10818,0.0
10531,0.0
10823,0.0
10544,0.0
10553,0.0
31437,0.1
31442,0.0
31451,0.0
31453,0.0
31143,0.0
31146,0.1
31149,0.009071343761152938
31460,0.0
31466,0.0
31472,0.008227815848666026
31788,0.0
32113,0.012334046510553824
31807,0.1
32122,0.0
32127,0.0
31820,0.0
31832,0.012334046510553824
32267,0.0
31860,0.0
31873,0.0
32168,0.0
32177,0.009071343761152938
31882,0.0
31896,0.0
31910,0.0
32211,0.0
32232,0.0
31943,0.0067711779697998496
31950,0.1
32243,0.0
31966,0.0
31976,0.0
31666,0.0
31674,0.0
31989,0.0
31990,0.0
31991,0.0
31997,0.0
31692,0.012334046510553824
31719,0.0
31723,0.1
32039,0.0
32042,0.0
31739,0.008227815848666026
32061,0.0
32062,0.0
44333,0.2
44656,0.0
44658,0.0
44976,0.0
44990,0.012334046510553824
45312,0.0
45644,0.0
41146,0.012334046510553824
41459,0.0
41462,0.0
41787,0.0
42422,0.0
42743,0.0
43076,0.0
44350,0.0
44353,0.0
44356,0.0
25163,0.004042169944885229
25490,0.0
25811,0.012334046510553824
25501,0.0
25502,0.0
25505,0.0
25835,0.0
25966,0.0
25973,0.0
25570,0.0
25862,0.0
25871,0.0
25877,0.0
34738,0.0
34445,0.0
34447,0.1
34754,0.0
34764,0.0
34772,0.0
34775,0.0
34484,0.0
34180,0.0
34199,0.0
34527,0.012334046510553824
34226,0.0
34555,0.0
34243,0.0
34252,0.0
34267,0.0
34276,0.0
34584,0.1
34283,0.012334046510553824
34290,0.0
34291,0.1
34295,0.0
34599,0.0
34603,0.0
35267,0.0
35270,0.0
35279,0.0
35300,0.1
34981,0.0
35338,0.0
35425,0.0
35426,0.0
35432,0.0
35022,0.0
35347,0.0
35062,0.0
35072,0.0
35104,0.0
35106,0.1
35114,0.0
35131,0.1
21744,0.0
21754,0.0
21784,0.0
22088,0.1
22095,0.0
21806,0.1
21811,0.0
22099,0.0
22104,0.0
21819,0.008227815848666026
21822,0.0
21834,0.0
21858,0.0
21862,0.0
21875,0.0
22163,0.0
21909,0.0
21910,0.1
21913,0.0
21650,0.0
21966,0.0
21977,0.009071343761152938
21662,0.0
21665,0.0
21668,0.0
21683,0.0
21697,0.0
22665,0.0
31548,0.0
31553,0.1
31555,0.1
31232,0.0
31647,0.0
31243,0.0
31266,0.0
31274,0.0
31590,0.0
31294,0.1
31296,0.0
31600,0.0
31314,0.0
31358,0.0
31369,0.0
31376,0.0
31070,0.0
31382,0.0
31385,0.0
31393,0.0
31086,0.0
31114,0.1
12861,0.0
13182,0.012334046510553824
13185,0.0
13190,0.0
13194,0.0
13536,0.012334046510553824
13542,0.1
13559,0.0
13600,0.0
13608,0.0
13922,0.0
13934,0.0
13634,0.0
13948,0.1
13961,0.0
13973,0.0
13976,0.0
13987,0.0
13989,0.1
13993,0.0
13685,0.1
13397,0.1
13714,0.0
13408,0.0
13416,0.0
13734,0.0
13429,0.017509831348629837
13743,0.0
13745,0.1
13440,0.0
13455,0.1
13461,0.009071343761152938
13469,0.0
13780,0.0
13483,0.0
13486,0.0
13805,0.1
13503,0.0
13821,0.0
14154,0.1
14463,0.0
14464,0.1
14467,0.0
14484,0.0
14494,0.0015444015444015444
14182,0.0
14513,0.0
14517,0.012334046510553824
14200,0.0
14230,0.0067711779697998496
14533,0.0
14536,0.1
14245,0.0
14246,0.0
14260,0.0
14263,0.0
14571,0.0067711779697998496
14574,0.0
14278,0.0
14279,0.1
14585,0.0
14589,0.0
14590,0.0
3494,0.0
3497,0.0
3824,0.0
3839,0.012334046510553824
3513,0.0
3937,0.0
3532,0.0
3533,0.1
3537,0.0
3848,0.017509831348629837
3543,0.0
3549,0.1
3553,0.0
3871,0.2
3880,0.0
3568,0.0
3573,0.0
3898,0.0
3585,0.0
3591,0.0067711779697998496
3313,0.0
3628,0.0
3356,0.0
3666,0.1
3390,0.0
3704,0.0
3719,0.1
3406,0.017509831348629837
3722,0.0
3438,0.0
3743,0.1
3751,0.0
4386,0.0
4081,0.0
4084,0.0
4086,0.0
4407,0.012334046510553824
4420,0.009071343761152938
4106,0.0
4108,0.0
4113,0.0
4114,0.0
4429,0.0
4433,0.0
4124,0.0
4145,0.0
4465,0.017509831348629837
4218,0.1
4504,0.0
4520,0.0067711779697998496
4523,0.0
4249,0.0
3946,0.0
3950,0.0
4293,0.0
5752,0.012334046510553824
5470,0.1
5775,0.0
5777,0.0
5492,0.0
5494,0.0
5495,0.0
5788,0.0
5793,0.009071343761152938
14054,0.0
14057,0.0
14398,0.0
14416,0.0
14098,0.0
14100,0.0067711779697998496
14103,0.0
14106,0.0
14421,0.0067711779697998496
14426,0.0
14430,0.0
14128,0.0
14130,0.0
15110,0.0
14789,0.0
14793,0.0
15120,0.0
15128,0.1
15138,0.1
14849,0.0
14853,0.0
14859,0.0
15199,0.1
14903,0.0
14929,0.0
14935,0.0
15253,0.0
14937,0.0
14949,0.1
14951,0.0
14676,0.012334046510553824
15000,0.0
15014,0.1
14712,0.1
15022,0.0
15037,0.0
15041,0.0
14753,0.0
15062,0.0
15072,0.0
14772,0.0
14775,0.0
15736,0.0
15421,0.0
15424,0.1
15437,0.0
15752,0.0
15755,0.009071343761152938
2158,0.0
2160,0.0
2161,0.0
2490,0.0067711779697998496
2493,0.0
2497,0.0
3120,0.0
3123,0.0
2830,0.012334046510553824
3145,0.1
2871,0.0
3282,0.0
3288,0.0
2883,0.0
3187,0.0
2904,0.0
2909,0.0
3205,0.012334046510553824
3234,0.0
3244,0.0
3245,0.1
3248,0.0
2960,0.009071343761152938
2964,0.0
3260,0.1
3275,0.0
3279,0.0
2984,0.0
2987,0.0
2992,0.0
2708,0.0
2718,0.0
3022,0.0
3036,0.0
2720,0.0
2735,0.0
3053,0.0
3060,0.012334046510553824
3071,0.0
3760,0.0
12309,0.0
12322,0.0
12352,0.0
12692,0.0
12382,0.012334046510553824
12703,0.0
12710,0.0
12727,0.0
12428,0.0
12444,0.0
12447,0.0
12451,0.0
77557,0.0
78505,0.012334046510553824
78821,0.0
79784,0.0
80100,0.0
80423,0.0
80437,0.0
80750,0.0
81060,0.0
81068,0.0
81075,0.0
81381,0.017509831348629837
76604,0.0
77252,0.2
77562,0.0
78212,0.1
78214,0.0
78518,0.1
78520,0.0
78521,0.0
78857,0.2
79163,0.0
79803,0.0
80123,0.0
80136,0.0
80138,0.0
80450,0.0
80454,0.0
80455,0.0
80457,0.0
81401,0.0
2266,0.0
2595,0.0
2289,0.0
2609,0.0
2611,0.012334046510553824
2613,0.0
2616,0.0
2628,0.0
2654,0.1
2346,0.0
2356,0.0
2057,0.008227815848666026
2364,0.0
2372,0.0
2083,0.012334046510553824
2115,0.0
2116,0.0
2117,0.1
2442,0.0
2454,0.1
2147,0.0
71153,0.0
66365,0.1
66998,0.0
67003,0.1
67007,0.2
67012,0.0
67317,0.0
57463,0.0
58098,0.0
58105,0.0
58414,0.0
58420,0.0
58746,0.0067711779697998496
59061,0.012334046510553824
59068,0.2
59375,0.0067711779697998496
59376,0.0
59387,0.0
59700,0.009071343761152938
60026,0.0
60028,0.0
60348,0.1
60655,0.0
60657,0.012334046510553824
60973,0.0
56201,0.0
56525,0.0
56837,0.0
56843,0.1
56845,0.0
57164,0.0067711779697998496
57805,0.0
57806,0.0
57808,0.0
58111,0.0
58436,0.0
58447,0.0
58751,0.0
59073,0.0
59396,0.0
59405,0.008227815848666026
59716,0.0
60037,0.0
60045,0.017509831348629837
60357,0.0
60363,0.0
60672,0.1
60684,0.0067711779697998496
60687,0.1
61006,0.0
56220,0.0
56222,0.0
56539,0.0
56540,0.1
56548,0.0
57497,0.0
57509,0.012334046510553824
57821,0.0
58135,0.0
58458,0.008227815848666026
58790,0.0
59424,0.0
59425,0.0
65474,0.0
65484,0.0
65797,0.0
65810,0.0
65812,0.0
70503,0.012334046510553824
70505,0.0
70825,0.0
70831,0.0
70832,0.0
32454,0.0
32781,0.0
32789,0.0
32812,0.0
32506,0.0
32512,0.0
32844,0.2
32845,0.0
32852,0.1
32875,0.0
32897,0.009071343761152938
32585,0.0
32279,0.0
32600,0.0
32610,0.0
32615,0.012334046510553824
32635,0.0
32638,0.0
32340,0.1
32345,0.0
32664,0.0
32674,0.2
32393,0.0
32702,0.0
32411,0.1
33048,0.0
33094,0.0
33402,0.0
33413,0.0
33105,0.0
33131,0.0
33168,0.1
33460,0.0
33461,0.0
33473,0.012334046510553824
33180,0.0067711779697998496
33214,0.0
33219,0.0
33226,0.0
32929,0.0
32934,0.012334046510553824
33241,0.0
41842,0.0
42495,0.0
42807,0.0
42808,0.0
42810,0.0
43122,0.0
44100,0.009071343761152938
44411,0.0
44418,0.1
45388,0.0
45394,0.0
45399,0.1
41541,0.009071343761152938
41866,0.004042169944885229
41875,0.0
42189,0.0
42196,0.0
42517,0.0
42521,0.0
42829,0.0067711779697998496
43477,0.0
44119,0.017509831348629837
44755,0.0
45407,0.1
45414,0.0
40586,0.1
40917,0.012334046510553824
41572,0.0
41889,0.0
41891,0.1
41897,0.0
42202,0.1
42216,0.009071343761152938
42539,0.0
42855,0.0
43173,0.0
43482,0.012334046510553824
43486,0.0
43487,0.0
43803,0.1
44131,0.0
44453,0.0
44776,0.0
45103,0.0
45436,0.1
40614,0.0
40937,0.0
41272,0.0
41274,0.0
41586,0.1
41591,0.2
41595,0.0
42237,0.0
70257,0.0
75682,0.0
76004,0.0
72500,0.0
72817,0.0
73461,0.1
73785,0.1
73795,0.1
73796,0.0
74105,0.0
74116,0.0
74435,0.0
74743,0.0
75071,0.0
75709,0.0
73477,0.0
73483,0.1
73798,0.0
74125,0.1
74128,0.1
74450,0.0
74769,0.0
74774,0.0
75085,0.0
75089,0.017509831348629837
75406,0.0
76057,0.0
76374,0.0
76376,0.0
71902,0.0067711779697998496
71903,0.0
72549,0.009071343761152938
72550,0.0
73179,0.0
74466,0.009071343761152938
77547,0.1
22773,0.0
22469,0.004042169944885229
22779,0.0
22795,0.017509831348629837
22796,0.0
22482,0.0
22487,0.0
22491,0.0
22817,0.0
22216,0.0
22537,0.004042169944885229
22542,0.0
22556,0.0
22568,0.1
22261,0.1
22266,0.0
22274,0.0
22584,0.0
22281,0.0
22618,0.1
22312,0.1
